user_id,route_id,distance_km_user,elevation_meters_user,surface_type_user,average_pace_min_per_km,rating,start_date,distance_km_route,elevation_meters_route,surface_type_route,difficulty_score,grade_percent,grade_flat,grade_rolling,grade_hilly,grade_steep,is_likely_loop,is_likely_out_back,traffic_stress,geo_cluster,hour_of_day,is_morning,is_afternoon,is_evening,is_night,day_of_week,is_weekend,is_weekday
jenniferlarsen,R095,15.12,182,Road,4.71,3,2025-04-14 06:50:13.115249,15.12,182,Road,4.84,1.2037037037029075,1,0,0,0,1,0,0.01861042183622829,4,6,1,0,0,0,0,0,1
pvargas,R023,1.0,113,Trail,4.79,1,2025-04-14 10:27:51.315321,1.0,113,Trail,1.24,11.299999999887,0,0,0,1,0,1,0.15,0,10,1,0,0,0,0,0,1
jmendoza,R054,11.77,0,Road,4.16,5,2025-04-14 12:41:36.869943,11.77,0,Road,2.24,0.0,1,0,0,0,1,0,0.023492560689115115,0,12,0,1,0,0,0,0,1
pamelacollins,R038,6.88,111,Road,4.34,3,2025-04-14 15:03:57.580716,6.88,111,Road,2.49,1.6133720930209108,1,0,0,0,0,1,0.03807106598984771,1,15,0,1,0,0,0,0,1
brittany25,R034,15.13,0,Road,5.08,2,2025-04-14 19:21:28.214589,15.13,0,Road,2.49,0.0,1,0,0,0,1,0,0.01859888406695598,0,19,0,0,1,0,0,0,1
michael74,R012,13.62,121,Road,4.13,5,2025-04-15 03:20:50.092964,13.62,121,Road,3.94,0.8883994126278352,1,0,0,0,1,0,0.02051983584131327,2,3,0,0,0,1,1,0,1
morgan42,R087,24.2,158,Road,4.44,1,2025-04-15 10:26:04.848079,24.2,158,Road,6.42,0.6528925619832012,1,0,0,0,1,0,0.011904761904761904,5,10,1,0,0,0,1,0,1
john09,R019,8.45,124,Road,3.87,2,2025-04-15 10:39:44.629962,8.45,124,Road,2.93,1.4674556213000383,1,0,0,0,1,0,0.031746031746031744,1,10,1,0,0,0,1,0,1
tina57,R097,14.16,0,Trail,4.22,1,2025-04-15 13:21:09.957035,14.16,0,Trail,2.74,0.0,1,0,0,0,1,0,0.019788918205804747,0,13,0,1,0,0,1,0,1
pedro57,R027,6.8,93,Mixed,4.15,5,2025-04-15 16:04:43.711083,6.8,93,Mixed,2.29,1.3676470588215182,1,0,0,0,0,1,0.038461538461538464,0,16,0,1,0,0,1,0,1
alison99,R087,24.2,158,Road,5.13,1,2025-04-15 18:41:02.312014,24.2,158,Road,6.42,0.6528925619832012,1,0,0,0,1,0,0.011904761904761904,5,18,0,0,1,0,1,0,1
ellen57,R086,11.81,168,Road,4.79,3,2025-04-16 06:44:10.438424,11.81,168,Road,4.04,1.4225232853501923,1,0,0,0,1,0,0.0234192037470726,3,6,1,0,0,0,2,0,1
mark36,R056,15.53,0,Trail,4.87,1,2025-04-16 07:11:24.616554,15.53,0,Trail,2.7,0.0,1,0,0,0,1,0,0.018148820326678763,0,7,1,0,0,0,2,0,1
velezjames,R073,10.2,66,Road,4.2,3,2025-04-16 17:06:17.518494,10.2,66,Road,2.7,0.6470588235287774,1,0,0,0,1,0,0.026785714285714284,1,17,0,0,1,0,2,0,1
brenda53,R081,6.69,121,Road,4.83,2,2025-04-16 18:10:08.758826,6.69,121,Road,2.55,1.808669656200585,1,0,0,0,0,1,0.03901170351105331,1,18,0,0,1,0,2,0,1
jenkinsdanielle,R036,11.21,161,Road,4.91,1,2025-04-16 20:49:06.729375,11.21,161,Road,3.85,1.4362176627997891,1,0,0,0,1,0,0.02457002457002457,2,20,0,0,1,0,2,0,1
debrasimmons,R043,5.11,182,Road,4.72,1,2025-04-16 22:46:10.945379,5.11,182,Road,2.84,3.561643835609468,0,1,0,0,0,1,0.049099836333878884,1,22,0,0,0,1,2,0,1
debrasimmons,R066,13.16,141,Road,4.91,2,2025-04-16 23:15:09.868662,13.16,141,Road,4.05,1.0714285714277572,1,0,0,0,1,0,0.0211864406779661,2,23,0,0,0,1,2,0,1
davisheather,R067,12.97,93,Trail,4.3,1,2025-04-17 01:41:53.256306,12.97,93,Trail,3.52,0.7170393215106268,1,0,0,0,1,0,0.02147458840372226,1,1,0,0,0,1,3,0,1
debrasimmons,R092,18.44,148,Road,4.55,4,2025-04-17 05:34:11.789877,18.44,148,Road,5.16,0.8026030368759205,1,0,0,0,1,0,0.015432098765432096,4,5,1,0,0,0,3,0,1
jenniferlarsen,R054,11.77,0,Road,4.31,1,2025-04-17 14:49:22.822034,11.77,0,Road,2.24,0.0,1,0,0,0,1,0,0.023492560689115115,0,14,0,1,0,0,3,0,1
sara71,R060,17.54,0,Road,4.6,3,2025-04-17 18:33:56.293259,17.54,0,Road,3.32,0.0,1,0,0,0,1,0,0.016181229773462782,0,18,0,0,1,0,3,0,1
pvargas,R077,8.23,0,Trail,4.87,3,2025-04-17 21:40:59.123131,8.23,0,Trail,1.36,0.0,1,0,0,0,1,0,0.032502708559046585,0,21,0,0,1,0,3,0,1
mark36,R075,9.4,145,Road,3.91,3,2025-04-17 23:44:11.575301,9.4,145,Road,3.33,1.5425531914877206,1,0,0,0,1,0,0.02884615384615384,2,23,0,0,0,1,3,0,1
sabrina71,R095,15.12,182,Road,4.72,4,2025-04-17 23:56:39.058766,15.12,182,Road,4.84,1.2037037037029075,1,0,0,0,1,0,0.01861042183622829,4,23,0,0,0,1,3,0,1
chernandez,R091,9.73,23,Mixed,4.56,5,2025-04-18 04:03:50.833535,9.73,23,Mixed,2.18,0.236382322713015,1,0,0,0,1,0,0.027958993476234855,0,4,0,0,0,1,4,0,1
zunigaheidi,R058,14.42,38,Trail,4.67,3,2025-04-18 04:08:30.603628,14.42,38,Trail,3.26,0.26352288488192543,1,0,0,0,1,0,0.019455252918287938,0,4,0,0,0,1,4,0,1
margaretsmith,R026,13.37,178,Track,4.25,4,2025-04-18 04:24:14.795614,13.37,178,Track,4.45,1.331338818248817,1,0,0,0,1,0,0.020876826722338204,3,4,0,0,0,1,4,0,1
velezjames,R024,10.76,50,Trail,4.67,2,2025-04-18 21:32:40.777636,10.76,50,Trail,2.65,0.46468401486945654,1,0,0,0,1,0,0.02551020408163265,0,21,0,0,1,0,4,0,1
sara71,R009,11.05,87,Trail,4.51,2,2025-04-18 22:26:52.583751,11.05,87,Trail,3.08,0.7873303167413689,1,0,0,0,1,0,0.024896265560165973,1,22,0,0,0,1,4,0,1
rodriguezallison,R055,16.18,67,Trail,5.27,1,2025-04-18 23:23:53.474686,16.18,67,Trail,3.91,0.41409147095153637,1,0,0,0,1,0,0.017462165308498253,1,23,0,0,0,1,4,0,1
ywolf,R076,17.92,15,Trail,4.61,4,2025-04-19 01:03:02.664600,17.92,15,Trail,3.73,0.08370535714281042,1,0,0,0,1,0,0.015856236786469344,0,1,0,0,0,1,5,1,0
angela41,R063,10.82,199,Trail,4.55,2,2025-04-19 06:51:32.286843,10.82,199,Trail,4.15,1.8391866913106847,1,0,0,0,1,0,0.025380710659898477,3,6,1,0,0,0,5,1,0
brittany42,R001,12.94,229,Road,5.73,1,2025-04-19 07:57:03.166074,12.94,229,Road,4.87,1.769706336938354,1,0,0,0,1,0,0.02152080344332855,4,7,1,0,0,0,5,1,0
rodriguezallison,R062,7.22,186,Road,4.81,2,2025-04-19 10:31:09.832067,7.22,186,Road,3.3,2.5761772853149916,0,1,0,0,0,1,0.03649635036496351,2,10,1,0,0,0,5,1,0
rodriguezallison,R030,9.8,107,Road,4.4,4,2025-04-19 15:09:12.825656,9.8,107,Road,3.03,1.0918367346927633,1,0,0,0,1,0,0.027777777777777776,1,15,0,1,0,0,5,1,0
vthompson,R055,16.18,67,Trail,3.88,2,2025-04-20 18:44:54.650545,16.18,67,Trail,3.91,0.41409147095153637,1,0,0,0,1,0,0.017462165308498253,1,18,0,0,1,0,6,1,0
brenda53,R096,17.2,62,Mixed,5.29,1,2025-04-21 04:03:39.197338,17.2,62,Mixed,4.06,0.3604651162788602,1,0,0,0,1,0,0.016483516483516484,1,4,0,0,0,1,0,0,1
evelyn74,R055,16.18,67,Trail,3.69,1,2025-04-21 09:58:20.464155,16.18,67,Trail,3.91,0.41409147095153637,1,0,0,0,1,0,0.017462165308498253,1,9,1,0,0,0,0,0,1
ywolf,R072,7.57,0,Road,4.09,1,2025-04-21 11:46:00.932850,7.57,0,Road,1.12,0.0,1,0,0,0,0,1,0.03500583430571762,0,11,1,0,0,0,0,0,1
jenniferlarsen,R037,3.91,192,Mixed,4.48,1,2025-04-21 19:36:19.886435,3.91,192,Mixed,2.7,4.910485933491278,0,1,0,0,0,1,0.06109979633401221,1,19,0,0,1,0,0,0,1
chernandez,R085,7.16,126,Mixed,5.44,3,2025-04-22 02:24:47.872469,7.16,126,Mixed,2.69,1.7597765363103912,1,0,0,0,0,1,0.036764705882352935,1,2,0,0,0,1,1,0,1
adamseric,R063,10.82,199,Trail,4.83,2,2025-04-22 14:21:20.011512,10.82,199,Trail,4.15,1.8391866913106847,1,0,0,0,1,0,0.025380710659898477,3,14,0,1,0,0,1,0,1
velezjames,R043,5.11,182,Road,5.13,3,2025-04-23 06:54:39.375265,5.11,182,Road,2.84,3.561643835609468,0,1,0,0,0,1,0.049099836333878884,1,6,1,0,0,0,2,0,1
treynolds,R015,17.31,0,Trail,3.58,1,2025-04-23 10:38:24.823565,17.31,0,Trail,2.86,0.0,1,0,0,0,1,0,0.016384489350081924,0,10,1,0,0,0,2,0,1
danalopez,R034,15.13,0,Road,3.69,1,2025-04-23 13:57:39.209757,15.13,0,Road,2.49,0.0,1,0,0,0,1,0,0.01859888406695598,0,13,0,1,0,0,2,0,1
scott22,R037,3.91,192,Mixed,4.49,3,2025-04-23 15:38:31.930128,3.91,192,Mixed,2.7,4.910485933491278,0,1,0,0,0,1,0.06109979633401221,1,15,0,1,0,0,2,0,1
xtaylor,R024,10.76,50,Trail,4.49,4,2025-04-23 23:47:49.842967,10.76,50,Trail,2.65,0.46468401486945654,1,0,0,0,1,0,0.02551020408163265,0,23,0,0,0,1,2,0,1
rodriguezallison,R091,9.73,23,Mixed,4.44,4,2025-04-24 01:56:23.625667,9.73,23,Mixed,2.18,0.236382322713015,1,0,0,0,1,0,0.027958993476234855,0,1,0,0,0,1,3,0,1
jmendoza,R004,18.91,171,Trail,3.22,1,2025-04-24 17:59:45.077441,18.91,171,Trail,5.5,0.9042834479106799,1,0,0,0,1,0,0.015067805123053741,4,17,0,0,1,0,3,0,1
margaretsmith,R031,10.04,204,Road,5.76,1,2025-04-24 21:50:27.545186,10.04,204,Road,4.04,2.031872509958135,0,1,0,0,1,0,0.027173913043478264,3,21,0,0,1,0,3,0,1
sara71,R088,14.69,97,Track,3.91,5,2025-04-24 23:22:33.670223,14.69,97,Track,3.91,0.6603131381887948,1,0,0,0,1,0,0.019120458891013385,2,23,0,0,0,1,3,0,1
evelyn74,R018,10.64,190,Trail,4.58,4,2025-04-25 09:12:37.726689,10.64,190,Trail,4.03,1.7857142857126074,1,0,0,0,1,0,0.02577319587628866,3,9,1,0,0,0,4,0,1
adamseric,R069,8.51,58,Road,5.47,4,2025-04-25 11:19:37.086163,8.51,58,Road,2.28,0.6815511163329241,1,0,0,0,1,0,0.031545741324921134,0,11,1,0,0,0,4,0,1
alison99,R029,10.6,0,Road,3.74,5,2025-04-25 15:12:20.360170,10.6,0,Road,1.88,0.0,1,0,0,0,1,0,0.02586206896551724,0,15,0,1,0,0,4,0,1
pamelacollins,R056,15.53,0,Trail,4.86,1,2025-04-25 23:21:22.605132,15.53,0,Trail,2.7,0.0,1,0,0,0,1,0,0.018148820326678763,0,23,0,0,0,1,4,0,1
brenda53,R058,14.42,38,Trail,4.61,2,2025-04-25 23:36:25.789963,14.42,38,Trail,3.26,0.26352288488192543,1,0,0,0,1,0,0.019455252918287938,0,23,0,0,0,1,4,0,1
mcdanielstephanie,R100,7.02,0,Trail,3.42,1,2025-04-27 01:20:10.365830,7.02,0,Trail,0.84,0.0,1,0,0,0,0,1,0.03740648379052369,0,1,0,0,0,1,6,1,0
pvargas,R073,10.2,66,Road,4.05,4,2025-04-27 04:16:30.258323,10.2,66,Road,2.7,0.6470588235287774,1,0,0,0,1,0,0.026785714285714284,1,4,0,0,0,1,6,1,0
velezjames,R077,8.23,0,Trail,4.89,4,2025-04-27 05:37:45.071120,8.23,0,Trail,1.36,0.0,1,0,0,0,1,0,0.032502708559046585,0,5,1,0,0,0,6,1,0
treynolds,R073,10.2,66,Road,5.15,3,2025-04-27 12:40:04.103644,10.2,66,Road,2.7,0.6470588235287774,1,0,0,0,1,0,0.026785714285714284,1,12,0,1,0,0,6,1,0
taylordavid,R095,15.12,182,Road,4.29,4,2025-04-27 18:40:37.043021,15.12,182,Road,4.84,1.2037037037029075,1,0,0,0,1,0,0.01861042183622829,4,18,0,0,1,0,6,1,0
hermandavid,R017,17.65,115,Road,4.26,2,2025-04-27 21:54:23.109876,17.65,115,Road,4.68,0.6515580736540217,1,0,0,0,1,0,0.0160857908847185,3,21,0,0,1,0,6,1,0
treynolds,R100,7.02,0,Trail,3.94,1,2025-04-28 02:27:39.122688,7.02,0,Trail,0.84,0.0,1,0,0,0,0,1,0.03740648379052369,0,2,0,0,0,1,0,0,1
jmendoza,R006,5.49,88,Trail,5.16,1,2025-04-28 13:13:38.682428,5.49,88,Trail,1.98,1.6029143897967162,1,0,0,0,0,1,0.046224961479198766,0,13,0,1,0,0,0,0,1
brenda53,R045,5.3,84,Trail,4.48,1,2025-04-28 18:48:47.198379,5.3,84,Trail,1.9,1.584905660374368,1,0,0,0,0,1,0.047619047619047616,0,18,0,0,1,0,0,0,1
sara71,R042,13.7,139,Road,4.54,4,2025-04-29 02:15:36.278920,13.7,139,Road,4.13,1.0145985401452446,1,0,0,0,1,0,0.020408163265306124,2,2,0,0,0,1,1,0,1
pamelacollins,R046,5.37,206,Road,5.58,2,2025-04-29 11:09:09.367918,5.37,206,Road,3.13,3.8361266294155754,0,1,0,0,0,1,0.04709576138147566,1,11,1,0,0,0,1,0,1
morgan42,R013,6.28,220,Road,5.0,5,2025-04-29 15:38:16.071704,6.28,220,Road,3.45,3.503184713370218,0,1,0,0,0,1,0.0412087912087912,2,15,0,1,0,0,1,0,1
mcdanielstephanie,R037,3.91,192,Mixed,4.11,1,2025-04-30 01:25:28.866691,3.91,192,Mixed,2.7,4.910485933491278,0,1,0,0,0,1,0.06109979633401221,1,1,0,0,0,1,2,0,1
pamelacollins,R051,17.09,156,Road,4.29,1,2025-04-30 01:26:14.989950,17.09,156,Road,4.98,0.9128145114096473,1,0,0,0,1,0,0.016583747927031506,4,1,0,0,0,1,2,0,1
hermandavid,R092,18.44,148,Road,3.3,1,2025-04-30 04:41:03.550365,18.44,148,Road,5.16,0.8026030368759205,1,0,0,0,1,0,0.015432098765432096,4,4,0,0,0,1,2,0,1
mcdanielstephanie,R033,16.5,93,Trail,4.17,3,2025-04-30 08:56:36.541531,16.5,93,Trail,4.23,0.563636363636022,1,0,0,0,1,0,0.01714285714285714,2,8,1,0,0,0,2,0,1
pleon,R023,1.0,113,Trail,4.37,1,2025-04-30 09:45:42.284864,1.0,113,Trail,1.24,11.299999999887,0,0,0,1,0,1,0.15,0,9,1,0,0,0,2,0,1
pamelacollins,R077,8.23,0,Trail,4.76,5,2025-04-30 09:54:06.414689,8.23,0,Trail,1.36,0.0,1,0,0,0,1,0,0.032502708559046585,0,9,1,0,0,0,2,0,1
pleon,R021,17.3,62,Road,4.6,1,2025-04-30 14:56:21.517062,17.3,62,Road,4.08,0.35838150288996623,1,0,0,0,1,0,0.016393442622950817,1,14,0,1,0,0,2,0,1
beth11,R049,1.0,124,Road,4.87,1,2025-04-30 16:56:39.760652,1.0,124,Road,1.37,12.399999999876,0,0,0,1,0,1,0.15,0,16,0,1,0,0,2,0,1
jenkinsdanielle,R095,15.12,182,Road,5.41,4,2025-05-01 04:39:56.501465,15.12,182,Road,4.84,1.2037037037029075,1,0,0,0,1,0,0.01861042183622829,4,4,0,0,0,1,3,0,1
adamseric,R060,17.54,0,Road,5.1,1,2025-05-01 07:22:41.484538,17.54,0,Road,3.32,0.0,1,0,0,0,1,0,0.016181229773462782,0,7,1,0,0,0,3,0,1
jenniferlarsen,R006,5.49,88,Trail,2.84,1,2025-05-01 14:18:47.506952,5.49,88,Trail,1.98,1.6029143897967162,1,0,0,0,0,1,0.046224961479198766,0,14,0,1,0,0,3,0,1
sara71,R023,1.0,113,Trail,4.61,1,2025-05-02 04:02:22.448240,1.0,113,Trail,1.24,11.299999999887,0,0,0,1,0,1,0.15,0,4,0,0,0,1,4,0,1
evelyn74,R034,15.13,0,Road,4.1,2,2025-05-02 05:53:15.605822,15.13,0,Road,2.49,0.0,1,0,0,0,1,0,0.01859888406695598,0,5,1,0,0,0,4,0,1
shermananne,R100,7.02,0,Trail,4.53,1,2025-05-02 10:22:07.571916,7.02,0,Trail,0.84,0.0,1,0,0,0,0,1,0.03740648379052369,0,10,1,0,0,0,4,0,1
william19,R074,11.06,224,Road,4.65,1,2025-05-02 11:27:56.191327,11.06,224,Road,4.45,2.0253164556943712,0,1,0,0,1,0,0.02487562189054726,3,11,1,0,0,0,4,0,1
festrada,R014,29.98,72,Trail,3.9,1,2025-05-02 17:07:27.657950,29.98,72,Trail,6.72,0.2401601067377451,1,0,0,0,1,0,0.009683666881859265,3,17,0,0,1,0,4,0,1
beth11,R076,17.92,15,Trail,5.1,5,2025-05-02 21:40:25.546347,17.92,15,Trail,3.73,0.08370535714281042,1,0,0,0,1,0,0.015856236786469344,0,21,0,0,1,0,4,0,1
chernandez,R094,11.45,17,Trail,4.61,4,2025-05-03 03:32:53.667700,11.45,17,Trail,2.46,0.14847161572039433,1,0,0,0,1,0,0.024096385542168672,0,3,0,0,0,1,5,1,0
taylordavid,R056,15.53,0,Trail,4.44,3,2025-05-03 05:03:33.434017,15.53,0,Trail,2.7,0.0,1,0,0,0,1,0,0.018148820326678763,0,5,1,0,0,0,5,1,0
margaretsmith,R061,3.86,0,Road,4.34,1,2025-05-03 05:16:38.928194,3.86,0,Road,0.29,0.0,1,0,0,0,0,1,0.061728395061728406,0,5,1,0,0,0,5,1,0
sabrina71,R028,19.33,205,Track,4.51,2,2025-05-03 09:39:36.402504,19.33,205,Track,5.92,1.060527677185173,1,0,0,0,1,0,0.014756517461878997,6,9,1,0,0,0,5,1,0
hermandavid,R009,11.05,87,Trail,5.51,3,2025-05-04 01:49:21.014576,11.05,87,Trail,3.08,0.7873303167413689,1,0,0,0,1,0,0.024896265560165973,1,1,0,0,0,1,6,1,0
tina57,R050,19.19,44,Road,5.0,1,2025-05-04 03:58:25.000267,19.19,44,Road,4.28,0.22928608650326768,1,0,0,0,1,0,0.014858841010401188,1,3,0,0,0,1,6,1,0
jorge98,R032,8.33,94,Track,4.81,1,2025-05-04 08:06:19.028403,8.33,94,Track,2.61,1.128451380550866,1,0,0,0,1,0,0.03215434083601286,1,8,1,0,0,0,6,1,0
john09,R093,15.33,97,Trail,5.25,3,2025-05-04 08:16:05.404637,15.33,97,Trail,4.04,0.6327462491841925,1,0,0,0,1,0,0.01837109614206981,2,8,1,0,0,0,6,1,0
sabrina71,R017,17.65,115,Road,4.82,4,2025-05-04 11:20:11.446192,17.65,115,Road,4.68,0.6515580736540217,1,0,0,0,1,0,0.0160857908847185,3,11,1,0,0,0,6,1,0
donaldlee,R095,15.12,182,Road,4.17,4,2025-05-04 11:36:36.254457,15.12,182,Road,4.84,1.2037037037029075,1,0,0,0,1,0,0.01861042183622829,4,11,1,0,0,0,6,1,0
velezjames,R032,8.33,94,Track,4.66,4,2025-05-04 12:15:35.551041,8.33,94,Track,2.61,1.128451380550866,1,0,0,0,1,0,0.03215434083601286,1,12,0,1,0,0,6,1,0
nathan74,R001,12.94,229,Road,4.33,1,2025-05-04 13:20:55.132229,12.94,229,Road,4.87,1.769706336938354,1,0,0,0,1,0,0.02152080344332855,4,13,0,1,0,0,6,1,0
brenda53,R035,11.65,67,Road,3.62,4,2025-05-04 17:13:21.336016,11.65,67,Road,3.0,0.5751072961368454,1,0,0,0,1,0,0.023715415019762844,1,17,0,0,1,0,6,1,0
rodriguezallison,R089,22.45,266,Trail,5.13,1,2025-05-05 02:21:38.408141,22.45,266,Trail,7.15,1.1848552338524787,1,0,0,0,1,0,0.01279317697228145,9,2,0,0,0,1,0,0,1
hermandavid,R084,7.5,175,Trail,4.83,1,2025-05-05 04:03:14.865778,7.5,175,Trail,3.25,2.333333333330222,0,1,0,0,0,1,0.03529411764705882,2,4,0,0,0,1,0,0,1
margaretsmith,R058,14.42,38,Trail,4.97,5,2025-05-05 17:27:24.169466,14.42,38,Trail,3.26,0.26352288488192543,1,0,0,0,1,0,0.019455252918287938,0,17,0,0,1,0,0,0,1
gregoryramirez,R002,15.43,218,Road,4.06,4,2025-05-05 18:38:48.141321,15.43,218,Road,5.27,1.4128321451708277,1,0,0,0,1,0,0.01825928180158247,5,18,0,0,1,0,0,0,1
mark36,R019,8.45,124,Road,4.57,3,2025-05-05 21:25:29.240554,8.45,124,Road,2.93,1.4674556213000383,1,0,0,0,1,0,0.031746031746031744,1,21,0,0,1,0,0,0,1
morgan42,R077,8.23,0,Trail,4.76,4,2025-05-06 04:04:28.695945,8.23,0,Trail,1.36,0.0,1,0,0,0,1,0,0.032502708559046585,0,4,0,0,0,1,1,0,1
brittany42,R030,9.8,107,Road,5.32,2,2025-05-06 05:16:03.372612,9.8,107,Road,3.03,1.0918367346927633,1,0,0,0,1,0,0.027777777777777776,1,5,1,0,0,0,1,0,1
adamseric,R027,6.8,93,Mixed,4.59,5,2025-05-06 07:54:15.177266,6.8,93,Mixed,2.29,1.3676470588215182,1,0,0,0,0,1,0.038461538461538464,0,7,1,0,0,0,1,0,1
rodriguezallison,R092,18.44,148,Road,3.66,1,2025-05-06 11:34:49.769713,18.44,148,Road,5.16,0.8026030368759205,1,0,0,0,1,0,0.015432098765432096,4,11,1,0,0,0,1,0,1
jmendoza,R052,7.86,294,Mixed,4.38,2,2025-05-06 14:20:30.577617,7.86,294,Mixed,4.52,3.740458015262417,0,1,0,0,0,1,0.033860045146726865,3,14,0,1,0,0,1,0,1
mark36,R059,11.53,18,Trail,3.68,1,2025-05-06 21:57:42.004244,11.53,18,Trail,2.49,0.15611448395476485,1,0,0,0,1,0,0.023942537909018357,0,21,0,0,1,0,1,0,1
jenniferlarsen,R030,9.8,107,Road,4.67,1,2025-05-07 00:29:35.200363,9.8,107,Road,3.03,1.0918367346927633,1,0,0,0,1,0,0.027777777777777776,1,0,0,0,0,1,2,0,1
jenkinsdanielle,R015,17.31,0,Trail,5.01,4,2025-05-07 09:30:46.547703,17.31,0,Trail,2.86,0.0,1,0,0,0,1,0,0.016384489350081924,0,9,1,0,0,0,2,0,1
morgan42,R098,11.19,137,Trail,4.22,1,2025-05-07 13:58:34.178047,11.19,137,Trail,3.6,1.2243074173358137,1,0,0,0,1,0,0.02461033634126333,2,13,0,1,0,0,2,0,1
scott22,R016,9.76,121,Road,4.22,3,2025-05-07 15:17:06.412583,9.76,121,Road,3.16,1.2397540983593853,1,0,0,0,1,0,0.02788104089219331,1,15,0,1,0,0,2,0,1
velezjames,R078,12.57,66,Road,4.34,1,2025-05-08 01:59:11.572157,12.57,66,Road,3.18,0.525059665870704,1,0,0,0,1,0,0.02210759027266028,1,1,0,0,0,1,3,0,1
taylordavid,R090,7.37,116,Trail,4.63,1,2025-05-08 05:22:35.167738,7.37,116,Trail,2.64,1.573948439617946,1,0,0,0,0,1,0.03584229390681003,1,5,1,0,0,0,3,0,1
rodriguezallison,R075,9.4,145,Road,4.9,4,2025-05-08 08:02:03.565084,9.4,145,Road,3.33,1.5425531914877206,1,0,0,0,1,0,0.02884615384615384,2,8,1,0,0,0,3,0,1
ewhitehead,R029,10.6,0,Road,4.51,4,2025-05-08 08:44:22.460442,10.6,0,Road,1.88,0.0,1,0,0,0,1,0,0.02586206896551724,0,8,1,0,0,0,3,0,1
brenda53,R073,10.2,66,Road,4.65,4,2025-05-08 09:04:14.028890,10.2,66,Road,2.7,0.6470588235287774,1,0,0,0,1,0,0.026785714285714284,1,9,1,0,0,0,3,0,1
ywolf,R078,12.57,66,Road,5.02,1,2025-05-08 15:42:32.051822,12.57,66,Road,3.18,0.525059665870704,1,0,0,0,1,0,0.02210759027266028,1,15,0,1,0,0,3,0,1
jmendoza,R085,7.16,126,Mixed,3.79,1,2025-05-08 20:29:17.048815,7.16,126,Mixed,2.69,1.7597765363103912,1,0,0,0,0,1,0.036764705882352935,1,20,0,0,1,0,3,0,1
vthompson,R022,15.08,98,Road,4.65,3,2025-05-08 21:46:07.471923,15.08,98,Road,4.0,0.6498673740048742,1,0,0,0,1,0,0.01865671641791045,2,21,0,0,1,0,3,0,1
gregoryramirez,R020,15.14,113,Road,4.11,4,2025-05-09 03:58:02.054892,15.14,113,Road,4.16,0.7463672391012243,1,0,0,0,1,0,0.018587360594795536,2,3,0,0,0,1,4,0,1
angela41,R023,1.0,113,Trail,4.38,1,2025-05-09 06:47:05.107748,1.0,113,Trail,1.24,11.299999999887,0,0,0,1,0,1,0.15,0,6,1,0,0,0,4,0,1
danalopez,R005,2.05,214,Trail,5.66,1,2025-05-09 14:06:10.792441,2.05,214,Trail,2.55,10.43902439019298,0,0,0,1,0,1,0.09836065573770493,0,14,0,1,0,0,4,0,1
xtaylor,R057,17.76,205,Road,3.69,1,2025-05-09 14:14:47.174650,17.76,205,Road,5.6,1.1542792792786294,1,0,0,0,1,0,0.01599147121535181,5,14,0,1,0,0,4,0,1
chernandez,R088,14.69,97,Track,4.25,1,2025-05-09 14:48:14.126297,14.69,97,Track,3.91,0.6603131381887948,1,0,0,0,1,0,0.019120458891013385,2,14,0,1,0,0,4,0,1
sabrina71,R041,6.93,142,Road,4.35,1,2025-05-09 22:32:24.256545,6.93,142,Road,2.8,2.0490620490590925,0,1,0,0,0,1,0.03783102143757881,1,22,0,0,0,1,4,0,1
mcdanielstephanie,R061,3.86,0,Road,4.55,1,2025-05-10 04:10:10.297138,3.86,0,Road,0.29,0.0,1,0,0,0,0,1,0.061728395061728406,0,4,0,0,0,1,5,1,0
evelyn74,R058,14.42,38,Trail,4.49,3,2025-05-10 04:17:26.422082,14.42,38,Trail,3.26,0.26352288488192543,1,0,0,0,1,0,0.019455252918287938,0,4,0,0,0,1,5,1,0
tamarabaker,R024,10.76,50,Trail,4.12,1,2025-05-10 06:32:06.201106,10.76,50,Trail,2.65,0.46468401486945654,1,0,0,0,1,0,0.02551020408163265,0,6,1,0,0,0,5,1,0
ywolf,R073,10.2,66,Road,5.12,1,2025-05-10 08:27:54.516352,10.2,66,Road,2.7,0.6470588235287774,1,0,0,0,1,0,0.026785714285714284,1,8,1,0,0,0,5,1,0
margaretsmith,R053,8.94,128,Road,4.32,1,2025-05-10 09:28:25.077544,8.94,128,Road,3.07,1.4317673378060047,1,0,0,0,1,0,0.030181086519114688,1,9,1,0,0,0,5,1,0
margaretsmith,R091,9.73,23,Mixed,4.55,1,2025-05-10 16:36:08.741489,9.73,23,Mixed,2.18,0.236382322713015,1,0,0,0,1,0,0.027958993476234855,0,16,0,1,0,0,5,1,0
brittany25,R042,13.7,139,Road,3.9,1,2025-05-10 19:31:57.481444,13.7,139,Road,4.13,1.0145985401452446,1,0,0,0,1,0,0.020408163265306124,2,19,0,0,1,0,5,1,0
john09,R048,1.36,14,Trail,4.45,1,2025-05-10 20:42:59.020596,1.36,14,Trail,0.41,1.0294117646983132,1,0,0,0,0,1,0.12711864406779658,0,20,0,0,1,0,5,1,0
jorge98,R060,17.54,0,Road,3.94,5,2025-05-10 21:19:53.384913,17.54,0,Road,3.32,0.0,1,0,0,0,1,0,0.016181229773462782,0,21,0,0,1,0,5,1,0
